id;ANALFABETOS;ALFABETOS;PRIMARIA;NIVEL MEDIO;UNIVERSITARIOS;RAZA;SEXO
11060;1654;4208;742;921;2545;2;2
11061;2572;8257;2850;2884;2523;2;2
11062;2958;5191;814;2005;2372;2;2
11063;2109;3488;2093;6;1389;2;2
11064;96;2349;233;415;1701;2;2
11065;2648;3396;1916;308;1172;2;2
11066;2127;2620;1285;1021;314;2;2
11067;2098;2790;500;138;2152;2;2
11068;1407;3208;1821;437;950;2;2
11069;2587;2583;1626;348;609;2;2
11070;144;4360;909;1189;2262;2;2
11071;1469;4911;2672;1559;680;2;2
11072;1682;5212;451;2900;1861;2;2
11073;3000;3552;2243;474;835;2;2
11074;2313;4459;2230;972;1257;2;2
11075;2595;3007;2588;150;269;2;2
11076;1645;5145;10;2368;2767;2;2
11077;1469;4272;2285;431;1556;2;2
11078;1176;2811;426;236;2149;2;2
11079;825;3691;1176;1757;758;2;2
11080;87;3840;64;2665;1111;2;2
11081;2019;6761;2004;2527;2230;2;2
11082;830;4568;1835;1820;913;2;2
11083;2737;6225;2105;2095;2025;2;2
11084;1029;5634;2959;2302;373;2;2
11085;1504;2523;1362;646;515;2;2
11086;997;4131;435;926;2770;2;2
11087;2289;1901;1170;372;359;2;2
11088;319;6983;2898;2223;1862;2;2
11089;1585;5608;922;1879;2807;2;2
11090;379;4797;1487;867;2443;2;2
11091;1457;4510;1378;2952;180;2;2
11092;572;3053;1162;1768;123;2;2
11093;2246;3561;1309;867;1385;2;2
11094;1210;2474;556;314;1604;2;2
11095;2824;3863;973;2617;273;2;2
11096;2104;5648;850;2677;2121;2;2
11097;1896;4130;705;1986;1439;2;2
11098;2603;3225;2179;1043;3;2;2
11099;2538;4788;598;1353;2837;2;2
11100;450;746;438;84;224;2;2
11101;1247;6873;1411;2847;2615;2;2
11102;1331;4048;1737;753;1558;2;2
11103;515;2280;83;1092;1105;2;2
11104;1567;2536;952;117;1467;2;2
11105;554;3740;957;2418;365;2;2
11106;2983;6015;2748;295;2972;2;2
11107;15;3806;1175;885;1746;2;2
11108;995;4278;2509;217;1552;2;2
11109;1460;5839;1342;2955;1542;2;2
11110;2026;5226;588;2240;2398;2;2
11111;1013;2369;849;594;926;2;2
11112;1947;4485;2600;1471;414;2;2
11113;2713;7337;1729;2949;2659;2;2
11114;574;4473;2767;726;980;2;2
11115;1407;4723;73;1834;2816;2;2
11116;368;6396;2870;1665;1861;2;2
11117;2538;6551;1320;2348;2883;2;2
11118;140;8230;2921;2610;2699;2;2
11119;928;3826;1396;2198;232;2;2
11120;610;3857;630;2832;395;2;2
11121;811;1856;773;980;103;2;2
11122;1104;2778;1935;701;142;2;2
11123;2175;4146;1614;2312;220;2;2
11124;697;3468;829;695;1944;2;2
11125;186;5740;2644;829;2267;2;2
11126;376;3975;660;770;2545;2;2
11127;1268;3157;535;1315;1307;2;2
11128;701;851;259;545;47;2;2
11129;1984;5892;2604;769;2519;2;2
11130;1054;4953;644;2700;1609;2;2
11131;10;2546;1037;958;551;2;2
11132;204;7621;2912;2076;2633;2;2
11133;1633;6116;1594;2226;2296;2;2
11134;1241;1643;1290;123;230;2;2
11135;2651;6111;2933;2244;934;2;2
11136;321;3422;867;317;2238;2;2
11137;704;5369;2044;1432;1893;2;2
11138;2522;4891;1350;1198;2343;2;2
11139;33;5126;1224;1034;2868;2;2
11140;1971;2320;28;1055;1237;2;2
11141;2731;5674;1225;1625;2824;2;2
11142;596;3899;274;2907;718;2;2
11143;2042;3364;821;1295;1248;2;2
11144;180;1472;144;657;671;2;2
11145;1213;4404;2560;807;1037;2;2
11146;2918;6516;2150;2965;1401;2;2
11147;2641;5488;1687;1168;2633;2;2
11148;111;6050;2878;1833;1339;2;2
11149;104;3272;1422;45;1805;2;2
11150;764;2404;214;1029;1161;2;2
11151;2168;6102;1940;2277;1885;2;2
11152;923;6760;2533;2976;1251;2;2
11153;2250;4925;2466;136;2323;2;2
11154;200;3970;1693;452;1825;2;2
11155;2401;5044;899;2387;1758;2;2
11156;1419;3869;1215;503;2151;2;2
11157;1510;7039;1954;2948;2137;2;2
11158;1858;6483;1963;2084;2436;2;2
11159;1412;5728;1184;2327;2217;2;2
11160;1548;7742;2303;2544;2895;2;2
11161;1794;5370;1932;2286;1152;2;2
11162;751;4058;1229;2431;398;2;2
11163;1834;4309;2186;1207;916;2;2
11164;1410;4784;1942;762;2080;2;2
11165;1843;3188;655;100;2433;2;2
11166;882;2247;724;251;1272;2;2
11167;1255;5927;2874;725;2328;2;2
11168;1016;6032;1616;1634;2782;2;2
11169;1838;4294;2798;16;1480;2;2
11170;2194;6792;2310;1577;2905;2;2
11171;286;5132;1067;2765;1300;2;2
11172;2751;3654;2282;610;762;2;2
11173;542;2560;1024;265;1271;2;2
11174;1819;5749;872;2896;1981;2;2
11175;493;4514;1231;1024;2259;2;2
11176;2391;5552;1934;846;2772;2;2
11177;2623;4039;2394;874;771;2;2
11178;1401;4143;1393;2116;634;2;2
11179;980;5120;52;2162;2906;2;2
11180;1049;3467;412;1948;1107;2;2
11181;1231;6587;1424;2963;2200;2;2
11182;1320;4369;109;1535;2725;2;2
11183;1389;5405;916;2733;1756;2;2
11184;249;5025;1793;1713;1519;2;2
11185;237;5227;1790;1889;1548;2;2
11186;916;2636;1151;743;742;2;2
11187;444;3504;854;1208;1442;2;2
11188;1349;6030;1524;1807;2699;2;2
11189;2956;7194;2969;2659;1566;2;2
11190;2128;2730;1736;987;7;2;2
11191;1229;997;143;503;351;2;2
11192;1514;4012;277;2302;1433;2;2
11193;926;4585;2685;1548;352;2;2
11194;480;6324;2508;820;2996;2;2
11195;1488;4546;280;2243;2023;2;2
11196;1199;3350;2793;105;452;2;2
11197;1541;6045;481;2726;2838;2;2
11198;2276;6640;2251;1456;2933;2;2
11199;414;3683;738;154;2791;2;2
11200;1859;5606;2662;2786;158;2;2
11201;226;6698;2624;2473;1601;2;2
11202;706;3196;93;265;2838;2;2
11203;2452;3597;1397;312;1888;2;2
11204;2331;2797;470;1786;541;2;2
11205;1598;3458;1334;971;1153;2;2
11206;1250;4666;483;1409;2774;2;2
11207;2724;2621;1421;1094;106;2;2
11208;126;6393;2287;2095;2011;2;2
11209;2049;4784;1807;2691;286;2;2
11210;610;5039;2752;874;1413;2;2
11211;1642;5390;1430;1560;2400;2;2
11212;1361;5878;246;2757;2875;2;2
11213;2865;4856;637;1349;2870;2;2
11214;2013;3363;586;1987;790;2;2
11215;1135;6390;1983;1650;2757;2;2
11216;2991;5803;1355;2491;1957;2;2
11217;1426;2580;900;707;973;2;2
11218;601;1928;107;303;1518;2;2
11219;455;4027;1542;651;1834;2;2
11220;748;4829;2109;1074;1646;2;2
11221;2459;4499;2387;346;1766;2;2
11222;908;3887;1802;1673;412;2;2
11223;548;6210;1493;2035;2682;2;2
11224;190;3844;860;2351;633;2;2
11225;1692;2819;1970;140;709;2;2
11226;2316;5006;2731;184;2091;2;2
11227;463;6348;2601;907;2840;2;2
11228;2979;3202;179;2433;590;2;2
11229;2466;5834;2162;2069;1603;2;2
11230;2787;6878;2585;1776;2517;2;2
11231;1021;3091;294;2576;221;2;2
11232;2750;4941;1948;2156;837;2;2
11233;2684;3441;471;1615;1355;2;2
11234;880;5770;1957;2143;1670;2;2
11235;1230;2235;702;952;581;2;2
11236;835;4909;2816;444;1649;2;2
11237;1216;4280;1677;2311;292;2;2
11238;1170;6761;2588;2146;2027;2;2
11239;518;3336;1317;1178;841;2;2
11240;2366;4199;1553;903;1743;2;2
11241;376;7209;2763;1854;2592;2;2
11242;631;4878;1972;2799;107;2;2
11243;1725;2785;301;2283;201;2;2
11244;463;6391;2650;1020;2721;2;2
11245;304;3689;1166;380;2143;2;2
11246;2043;2841;1900;104;837;2;2
11247;84;5943;2780;2513;650;2;2
11248;2442;7396;1540;2912;2944;2;2
11249;2829;4870;1839;1158;1873;2;2
11250;1789;4443;1118;1196;2129;2;2
11251;315;3575;902;376;2297;2;2
11252;792;3286;359;2265;662;2;2
11253;2621;5618;1677;1842;2099;2;2
11254;2493;4885;1536;355;2994;2;2
11255;1273;5768;2931;2272;565;2;2
11256;122;7488;2766;2376;2346;2;2
11257;439;7508;2490;2279;2739;2;2
11258;2658;5878;1924;2180;1774;2;2
11259;2600;4861;2111;1831;919;2;2
11260;2149;4419;277;2917;1225;2;2
11261;473;5221;1968;2031;1222;2;2
11262;1822;3028;1835;570;623;2;2
11263;1762;6896;1893;2436;2567;2;2
11264;201;4418;2779;1163;476;2;2
11265;2399;1585;780;795;10;2;2
11266;1274;938;14;736;188;2;2
11267;2331;5166;2356;2465;345;2;2
11268;518;2727;797;147;1783;2;2
11269;347;5379;1509;1787;2083;2;2
11270;2484;6265;2892;1507;1866;2;2
11271;67;1528;1157;172;199;2;2
11272;1444;5402;2791;1874;737;2;2
11273;1983;3946;2294;439;1213;2;2
11274;1809;4424;456;2833;1135;2;2
11275;983;6781;2018;2189;2574;2;2
11276;2388;5307;955;1618;2734;2;2
11277;1306;3641;198;1572;1871;2;2
11278;12;1376;535;569;272;2;2
11279;560;1737;846;442;449;2;2
11280;1856;3171;1723;125;1323;2;2
11281;608;4833;559;2578;1696;2;2
11282;461;8310;2397;2966;2947;2;2
11283;2206;5280;930;2864;1486;2;2
11284;2607;1891;1320;343;228;2;2
11285;1269;5824;1205;2565;2054;2;2
11286;2108;2254;672;631;951;2;2
11287;740;3574;1069;1078;1427;2;2
11288;2380;4718;1867;2327;524;2;2
11289;2571;2955;2056;474;425;2;2
11290;344;3045;1979;959;107;2;2
11291;2729;5312;1846;1695;1771;2;2
11292;822;6205;1716;2035;2454;2;2
11293;688;5422;2896;34;2492;2;2
11294;2204;4314;1598;2225;491;2;2
11295;47;5662;2768;1743;1151;2;2
11296;2837;5612;1991;2326;1295;2;2
11297;373;4167;1684;2457;26;2;2
11298;1945;2588;1805;183;600;2;2
11299;107;2192;1649;530;13;2;2
11300;601;3904;814;2646;444;2;2
11301;2101;5578;2788;2628;162;2;2
11302;651;2654;1400;1183;71;2;2
11303;723;5472;1929;1992;1551;2;2
11304;2351;5269;2409;2438;422;2;2
11305;2474;5698;931;2997;1770;2;2
11306;99;4370;1208;1838;1324;2;2
11307;2553;3226;210;1882;1134;2;2
11308;862;7376;2869;1536;2971;2;2
11309;1557;5477;2791;1986;700;2;2
11310;1338;5146;407;2806;1933;2;2
11311;746;4485;2481;991;1013;2;2
11312;854;4387;2136;1758;493;2;2
11313;707;4183;351;2883;949;2;2
11314;951;3716;1857;1852;7;2;2
11315;254;4549;1477;1713;1359;2;2
11316;1277;1203;450;369;384;2;2
11317;1018;2773;1410;1175;188;2;2
11318;1140;7347;2853;2636;1858;2;2
11319;1169;5068;1645;2705;718;2;2
11320;2849;3667;360;1263;2044;2;2
11321;158;2670;265;885;1520;2;2
11322;551;4524;603;1868;2053;2;2
11323;1344;4509;2949;162;1398;2;2
11324;2426;4820;2891;530;1399;2;2
11325;1840;5474;2923;1624;927;2;2
11326;807;2791;74;1841;876;2;2
11327;2173;5751;2305;2001;1445;2;2
11328;650;6188;2520;1778;1890;2;2
11329;347;2212;1085;539;588;2;2
11330;2770;4077;173;1775;2129;2;2
11331;597;3598;2187;1073;338;2;2
11332;1232;6064;2662;2878;524;2;2
11333;1514;4850;870;2494;1486;2;2
11334;1438;4508;1899;495;2114;2;2
11335;647;5712;2172;1999;1541;2;2
11336;1933;5951;1471;2755;1725;2;2
11337;2528;4429;1126;2872;431;2;2
11338;535;4572;2307;1881;384;2;2
11339;2246;4925;1161;1365;2399;2;2
11340;26;6212;815;2904;2493;2;2
11341;890;3274;1450;1741;83;2;2
11342;2897;2407;409;1039;959;2;2
11343;1716;4102;1538;969;1595;2;2
11344;1451;6289;2338;1041;2910;2;2
11345;1408;3366;303;173;2890;2;2
11346;661;3029;300;1929;800;2;2
11347;2332;5827;2131;1697;1999;2;2
11348;2040;5432;1782;1277;2373;2;2
11349;1165;6211;2952;1217;2042;2;2
11350;2689;5604;2212;830;2562;2;2
11351;1837;4983;2167;2491;325;2;2
11352;865;4743;2870;1523;350;2;2
11353;2229;3891;1423;1584;884;2;2
11354;396;5688;983;2394;2311;2;2
11355;1556;2685;345;1540;800;2;2
11356;947;4856;1375;2088;1393;2;2
11357;125;5054;332;2082;2640;2;2
11358;2469;3653;1953;347;1353;2;2
11359;2060;5008;837;1493;2678;2;2
11360;203;4840;2522;2190;128;2;2
11361;484;3709;913;1376;1420;2;2
11362;300;5509;2346;1990;1173;2;2
11363;341;7583;2597;2800;2186;2;2
11364;636;4706;1557;1131;2018;2;2
11365;884;4187;1522;1239;1426;2;2
11366;2868;2010;1674;94;242;2;2
11367;2968;3135;1568;1166;401;2;2
11368;1335;6119;2410;1475;2234;2;2
11369;1274;5894;1268;2903;1723;2;2
11370;2025;5206;14;2524;2668;2;2
11371;1974;4835;1264;2585;986;2;2
11372;2317;7048;2702;2881;1465;2;2
11373;460;4132;913;529;2690;2;2
11374;1489;5371;1970;1732;1669;2;2
11375;2717;5149;1913;2498;738;2;2
11376;2895;4364;1694;1674;996;2;2
11377;2295;2650;313;706;1631;2;2
11378;1740;3607;2632;628;347;2;2
11379;2271;2618;928;835;855;2;2
11380;855;6015;1530;2372;2113;2;2
11381;1642;7555;2251;2871;2433;2;2
11382;2690;4222;2376;641;1205;2;2
11383;867;4387;2370;435;1582;2;2
11384;426;5304;2010;1921;1373;2;2
11385;2672;4331;1901;2145;285;2;2
11386;1241;4188;2155;1363;670;2;2
11387;2584;3560;218;2106;1236;2;2
11388;1680;3836;686;2872;278;2;2
11389;715;3156;1925;534;697;2;2
11390;960;5468;233;2236;2999;2;2
11391;419;3729;1706;1386;637;2;2
11392;971;4899;1877;814;2208;2;2
11393;1761;2664;519;1749;396;2;2
11394;2480;6422;1852;2531;2039;2;2
11395;2409;5216;1463;2539;1214;2;2
11396;1860;5530;1003;2389;2138;2;2
11397;296;3453;2600;559;294;2;2
11398;1473;5691;2476;1592;1623;2;2
11399;1885;2483;1129;852;502;2;2
11400;491;3830;548;996;2286;2;2
11401;1694;5430;1361;1371;2698;2;2
11402;2139;4158;37;2855;1266;2;2
11403;1641;3063;1290;1083;690;2;2
11404;1027;4707;1285;463;2959;2;2
11405;132;3305;6;2402;897;2;2
11406;564;2746;427;601;1718;2;2
11407;521;5545;2630;1707;1208;2;2
11408;1793;3872;1283;1434;1155;2;2
11409;2138;3691;942;10;2739;2;2
11410;808;3286;1280;567;1439;2;2
11411;1531;3731;834;16;2881;2;2
11412;638;4475;1495;2691;289;2;2
11413;364;2401;377;130;1894;2;2
11414;2872;5446;2552;1124;1770;2;2
11415;1767;1655;621;146;888;2;2
11416;2740;2945;675;1271;999;2;2
11417;1120;5669;1109;2003;2557;2;2
11418;845;3613;423;2840;350;2;2
11419;2166;3875;2079;284;1512;2;2
11420;1404;3064;19;1326;1719;2;2
11421;2045;1718;983;97;638;2;2
11422;956;5738;1408;2218;2112;2;2
11423;1272;4645;1006;1515;2124;2;2
11424;1563;4262;1233;360;2669;2;2
11425;101;2643;256;169;2218;2;2
11426;307;5225;1920;1127;2178;2;2
11427;551;4828;1562;287;2979;2;2
11428;103;7407;2209;2838;2360;2;2
11429;1324;6653;1968;1899;2786;2;2
11430;1930;5673;2930;1606;1137;2;2
11431;829;2438;348;1948;142;2;2
11432;1041;6008;1909;2448;1651;2;2
11433;2256;3050;638;131;2281;2;2
11434;1319;7529;2049;2713;2767;2;2
11435;542;4027;184;1319;2524;2;2
11436;2133;3653;1000;2341;312;2;2
11437;1057;5036;931;2931;1174;2;2
11438;1192;4579;1117;632;2830;2;2
11439;177;5256;2866;730;1660;2;2
11440;952;7906;2983;2899;2024;2;2
11441;1173;6214;2559;1230;2425;2;2
11442;384;4652;2465;1096;1091;2;2
11443;1029;7012;2938;1142;2932;2;2
11444;2969;6395;1542;2327;2526;2;2
11445;2309;4512;1342;2920;250;2;2
11446;213;2725;2266;357;102;2;2
11447;2557;6742;1117;2655;2970;2;2
11448;1421;5071;1497;2839;735;2;2
11449;2084;3157;867;1947;343;2;2
11450;243;6896;2698;2897;1301;2;2
11451;74;4938;295;1805;2838;2;2
11452;839;4212;410;1332;2470;2;2
11453;1235;5511;1673;1448;2390;2;2
11454;1409;4363;695;2016;1652;2;2
11455;1508;3173;1361;828;984;2;2
11456;1575;5287;1549;989;2749;2;2
11457;422;5119;1464;2033;1622;2;2
11458;998;5985;1419;2905;1661;2;2
11459;2681;5547;1078;2649;1820;2;2
11460;1949;5472;1309;1799;2364;2;2
11461;1039;3781;2155;408;1218;2;2
11462;1750;2429;872;941;616;2;2
11463;342;6088;1602;2229;2257;2;2
11464;2596;4767;1753;571;2443;2;2
11465;561;4258;608;2457;1193;2;2
11466;2453;2805;1467;15;1323;2;2
11467;2218;2628;1285;753;590;2;2
11468;2311;5431;2689;1237;1505;2;2
11469;642;4842;1411;2120;1311;2;2
11470;1445;7188;2062;2146;2980;2;2
11471;384;6292;1965;2532;1795;2;2
11472;343;3548;1086;1164;1298;2;2
11473;130;1338;616;138;584;2;2
11474;378;5044;1452;1466;2126;2;2
11475;2631;4957;194;2563;2200;2;2
11476;1727;3272;1319;1823;130;2;2
11477;2690;2655;1133;1324;198;2;2
11478;694;6240;2741;657;2842;2;2
11479;2956;5852;2605;2167;1080;2;2
11480;69;4717;1820;354;2543;2;2
11481;434;4595;2079;669;1847;2;2
11482;2789;6054;2551;544;2959;2;2
11483;2413;7023;2621;2567;1835;2;2
11484;407;5027;1347;1495;2185;2;2
11485;1322;5228;533;1754;2941;2;2
11486;1837;5712;2972;1058;1682;2;2
11487;1472;4988;2747;1479;762;2;2
11488;1767;5973;2556;1315;2102;2;2
11489;1435;6024;2707;776;2541;2;2
11490;2811;2164;546;208;1410;2;2
11491;1106;3542;2541;566;435;2;2
11492;21;3170;2565;77;528;2;2
11493;2717;5538;928;2049;2561;2;2
11494;721;3734;936;1367;1431;2;2
11495;1178;1841;335;1053;453;2;2
11496;155;3098;1295;942;861;2;2
11497;641;3688;476;1511;1701;2;2
11498;2193;1659;1157;435;67;2;2
11499;1460;2901;1221;161;1519;2;2
11500;2794;3899;2168;340;1391;2;2
11501;2188;4745;1810;2345;590;2;2
11502;476;3062;1343;272;1447;2;2
11503;2969;5424;399;2939;2086;2;2
11504;50;4364;201;1706;2457;2;2
11505;2306;2527;194;848;1485;2;2
11506;1997;4684;1264;559;2861;2;2
11507;1061;4243;177;2154;1912;2;2
11508;1876;5526;1556;1372;2598;2;2
11509;91;5390;1480;1447;2463;2;2
11510;2326;5386;1263;2189;1934;2;2
11511;225;4780;2869;536;1375;2;2
11512;2462;3240;2119;929;192;2;2
11513;750;7289;2892;1580;2817;2;2
11514;1048;3774;1657;498;1619;2;2
11515;1955;4300;120;2804;1376;2;2
11516;2994;5051;1983;591;2477;2;2
11517;2010;5782;615;2485;2682;2;2
11518;519;1683;257;32;1394;2;2
11519;1209;5630;1220;1921;2489;2;2
11520;1052;5823;2577;2491;755;2;2
11521;2984;3724;1513;1761;450;2;2
11522;2263;6704;1554;2440;2710;2;2
11523;646;7432;2767;2149;2516;2;2
11524;1346;5379;2134;2601;644;2;2
11525;2252;2712;1291;94;1327;2;2
11526;1136;6334;1239;2504;2591;2;2
11527;68;3620;1569;65;1986;2;2
11528;2765;4340;2761;88;1491;2;2
11529;380;5145;1991;1535;1619;2;2
11530;399;4270;1684;2552;34;2;2
11531;935;7104;2890;2372;1842;2;2
11532;2630;2198;24;2005;169;2;2
11533;1733;6782;1473;2770;2539;2;2
11534;817;5287;1413;2116;1758;2;2
11535;1239;4654;2602;1629;423;2;2
11536;1635;1975;550;511;914;2;2
11537;534;4454;1074;1960;1420;2;2
11538;452;5234;891;2669;1674;2;2
11539;2207;6422;2116;1666;2640;2;2
11540;647;5244;1269;2601;1374;2;2
11541;121;4297;2697;1112;488;2;2
11542;624;3052;2352;461;239;2;2
11543;2628;5498;820;2420;2258;2;2
11544;1265;3455;1365;1929;161;2;2
11545;747;3538;1653;393;1492;2;2
11546;710;3266;478;750;2038;2;2
11547;964;3078;538;1018;1522;2;2
11548;2186;5181;1919;2735;527;2;2
11549;2755;5649;433;2807;2409;2;2
11550;1681;3512;557;402;2553;2;2
11551;2411;5930;1233;2128;2569;2;2
11552;1553;3037;695;2080;262;2;2
11553;2820;4554;102;1878;2574;2;2
11554;673;5057;1021;1284;2752;2;2
11555;190;5276;1486;2420;1370;2;2
11556;1373;6024;1184;2038;2802;2;2
11557;2023;2680;1885;499;296;2;2
11558;2259;2067;966;309;792;2;2
11559;906;4749;292;2068;2389;2;2
11560;1596;3481;74;2967;440;2;2
11561;602;5519;2687;1380;1452;2;2
11562;1890;6234;2381;2900;953;2;2
11563;1569;2857;1233;695;929;2;2
11564;102;3934;930;2866;138;2;2
11565;890;2797;548;698;1551;2;2
11566;1025;6368;2529;1205;2634;2;2
11567;1046;3962;470;2265;1227;2;2
11568;1821;4578;1796;879;1903;2;2
11569;952;5281;2045;2831;405;2;2
11570;1896;2757;936;90;1731;2;2
11571;1722;3750;315;572;2863;2;2
11572;1145;2078;1232;299;547;2;2
11573;1223;5250;732;1831;2687;2;2
11574;2709;3954;2984;474;496;2;2
11575;2303;5070;594;2292;2184;2;2
11576;2490;4110;2058;1604;448;2;2
11577;1312;6215;2525;2439;1251;2;2
11578;796;5543;2554;1044;1945;2;2
11579;381;897;238;57;602;2;2
11580;2949;1386;438;701;247;2;2
11581;1610;4305;611;2815;879;2;2
11582;485;3637;1602;374;1661;2;2
11583;2837;3862;2687;466;709;2;2
11584;603;6475;2593;2399;1483;2;2
11585;910;3552;255;1901;1396;2;2
11586;2147;6693;2687;1551;2455;2;2
11587;2545;2786;894;848;1044;2;2
11588;1024;6938;2506;2060;2372;2;2
11589;2716;5038;1930;605;2503;2;2
11590;1547;5988;2412;2960;616;2;2
11591;1416;5575;2114;1435;2026;2;2
11592;2711;5537;2240;606;2691;2;2
11593;1102;7542;2410;2389;2743;2;2
11594;662;3698;1137;1654;907;2;2
11595;271;5518;2704;360;2454;2;2
11596;1333;5637;2014;2143;1480;2;2
11597;2036;3498;692;372;2434;2;2
11598;379;3833;2060;319;1454;2;2
11599;2390;5150;546;2776;1828;2;2
11600;50;4799;261;1625;2913;2;2
11601;815;6116;2758;2414;944;2;2
11602;1562;6019;1180;2840;1999;2;2
11603;2461;6609;1630;2323;2656;2;2
11604;1377;3362;2036;247;1079;2;2
11605;485;2161;495;1035;631;2;2
11606;252;3969;187;1851;1931;2;2
11607;1877;3351;846;894;1611;2;2
11608;2787;3385;1486;1872;27;2;2
11609;2983;3814;2388;930;496;2;2
11610;966;3098;1109;191;1798;2;2
11611;2719;6057;1016;2233;2808;2;2
11612;2571;5247;2144;620;2483;2;2
11613;2950;2019;1006;703;310;2;2
11614;1629;3144;359;1759;1026;2;2
11615;915;3596;1991;973;632;2;2
11616;594;3522;55;2995;472;2;2
11617;2380;6844;2995;1268;2581;2;2
11618;1486;2634;131;1904;599;2;2
11619;192;4238;105;1189;2944;2;2
11620;2169;4121;956;2660;505;2;2
11621;2665;3863;1767;496;1600;2;2
11622;1141;5428;2230;1388;1810;2;2
11623;2348;4977;10;2386;2581;2;2
11624;1903;5193;2693;78;2422;2;2
11625;2741;6328;2407;1828;2093;2;2
11626;445;6297;1627;1693;2977;2;2
11627;863;5739;2948;1842;949;2;2
11628;1018;4619;275;1413;2931;2;2
11629;1516;6031;1514;2984;1533;2;2
11630;1148;3988;1262;50;2676;2;2
11631;2060;4870;1487;1769;1614;2;2
11632;1554;3719;346;2703;670;2;2
11633;2783;5748;2335;451;2962;2;2
11634;1940;5269;978;2950;1341;2;2
11635;2179;3382;559;2288;535;2;2
11636;2565;4271;38;1785;2448;2;2
11637;266;3787;2119;141;1527;2;2
11638;1533;5263;215;2435;2613;2;2
11639;2230;5071;2875;883;1313;2;2
11640;2301;4818;2513;405;1900;2;2
11641;1083;4569;533;2170;1866;2;2
11642;2317;5308;1577;1239;2492;2;2
11643;1165;4256;1090;2659;507;2;2
11644;2255;5395;1695;1684;2016;2;2
11645;1216;3936;891;1594;1451;2;2
11646;2820;3790;1227;439;2124;2;2
11647;792;3824;1506;2307;11;2;2
11648;106;5665;1035;2687;1943;2;2
11649;15;6356;2799;785;2772;2;2
11650;1612;2914;1661;1015;238;2;2
11651;2428;3288;1432;1321;535;2;2
11652;2794;6188;2080;2570;1538;2;2
11653;2626;4980;624;2716;1640;2;2
11654;1197;3714;1942;1045;727;2;2
11655;897;4192;844;1860;1488;2;2
11656;2711;7241;2254;2358;2629;2;2
11657;1872;6049;1936;2835;1278;2;2
11658;514;4410;2653;307;1450;2;2
11659;2572;4166;2777;85;1304;2;2
11660;2852;3523;1108;2171;244;2;2
11661;1624;3347;149;1981;1217;2;2
11662;2582;5606;672;2169;2765;2;2
11663;2762;5234;982;2671;1581;2;2
11664;378;3020;995;968;1057;2;2
11665;2745;4734;1959;2493;282;2;2
11666;2587;4429;1282;2205;942;2;2
11667;1969;6769;2972;1204;2593;2;2
11668;287;7098;2921;1312;2865;2;2
11669;1240;5061;1191;1617;2253;2;2
11670;2643;3924;2047;1510;367;2;2
11671;2527;2842;1045;1232;565;2;2
11672;454;4148;1797;287;2064;2;2
11673;2273;5305;575;1738;2992;2;2
11674;1599;6258;2192;2774;1292;2;2
11675;2584;5948;2727;2037;1184;2;2
11676;1821;3679;594;1318;1767;2;2
11677;14;3969;868;494;2607;2;2
11678;2072;5230;210;2590;2430;2;2
11679;784;3843;512;1323;2008;2;2
11680;2125;4286;1966;1744;576;2;2
11681;2237;5663;2846;456;2361;2;2
11682;2825;7935;2855;2088;2992;2;2
11683;1113;5204;2093;972;2139;2;2
11684;1575;6990;2337;2686;1967;2;2
11685;1230;2970;196;591;2183;2;2
11686;2611;2707;437;978;1292;2;2
11687;33;1574;527;276;771;2;2
11688;648;2214;1401;40;773;2;2
11689;741;5703;774;2602;2327;2;2
11690;725;2898;134;2548;216;2;2
11691;1036;3614;1676;1014;924;2;2
11692;378;3100;464;1245;1391;2;2
11693;225;3267;2139;90;1038;2;2
11694;187;3643;248;986;2409;2;2
11695;2377;4162;2757;204;1201;2;2
11696;2741;1938;585;914;439;2;2
11697;830;4242;1651;930;1661;2;2
11698;163;4750;2565;145;2040;2;2
11699;1362;5250;996;2465;1789;2;2
11700;728;4020;2495;795;730;2;2
11701;242;3952;2634;1086;232;2;2
11702;1396;5103;2024;102;2977;2;2
11703;2331;2115;1220;855;40;2;2
11704;1803;4696;190;2284;2222;2;2
11705;976;6340;1041;2317;2982;2;2
11706;1885;2949;237;968;1744;2;2
11707;2004;2542;373;1018;1151;2;2
11708;432;3376;1602;1170;604;2;2
11709;213;5527;2059;2741;727;2;2
11710;2655;619;91;133;395;2;2
11711;1409;3963;2529;959;475;2;2
11712;1130;2995;650;1504;841;2;2
11713;2974;2640;1516;986;138;2;2
11714;172;5330;1716;1019;2595;2;2
11715;1811;3215;205;1959;1051;2;2
11716;442;3482;1769;1654;59;2;2
11717;1010;1466;704;562;200;2;2
11718;552;4091;1044;696;2351;2;2
11719;1020;7425;2387;2369;2669;2;2
11720;1791;5140;2206;1751;1183;2;2
11721;428;3771;74;2120;1577;2;2
11722;1004;7374;2275;2229;2870;2;2
11723;1939;7852;2998;2512;2342;2;2
11724;1132;3647;2255;377;1015;2;2
11725;1353;1200;899;299;2;2;2
11726;1296;2464;1991;340;133;2;2
11727;593;4242;2902;156;1184;2;2
11728;1864;3848;615;2676;557;2;2
11729;2356;4265;2405;953;907;2;2
11730;2777;4593;2479;1116;998;2;2
11731;2530;4833;855;2560;1418;2;2
11732;2086;5110;267;2782;2061;2;2
11733;2343;3155;2056;218;881;2;2
11734;2277;4185;1139;665;2381;2;2
